Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201706,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5917
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Low Fare,Terminal 1,C,20904
202009,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,18491
201703,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,3332
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,24536
201610,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,66961
201801,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,2193
200906,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8216
201006,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13879
200702,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5895
201701,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,9853
201711,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14715
201902,Iberia,IB,Iberia,IB,International,Europe,Deplaned,Other,International,A,2118
200507,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12050
201203,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,6305
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,294672
201611,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,1921
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7595
201809,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,8068
201803,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8596
201007,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3400
201109,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,66541
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,6692
201506,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14340
201710,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,2659
200905,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,52742
200904,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9047
200609,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,4797
200901,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,2794
201906,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,14500
200602,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,219
201406,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24674
200901,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14435
201807,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,31
201304,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14658
201803,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,21565
200508,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,34878
201607,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,8468
201512,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,2868
200706,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11757
201005,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6841
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,187
201803,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,6009
202011,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,1862
200701,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,6308
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6987
201911,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,273015
200810,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7755
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,77439
201909,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Other,International,G,2206
201904,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,239
201910,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12645
202103,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,12138
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,3927
201706,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,29914
201005,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,3285
201009,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5876
201701,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,93880
200912,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,21373
201706,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,22070
201705,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,274
201312,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6330
200801,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,77311
201904,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,2834
201211,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7774
201310,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,68869
201611,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,6025
201604,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6593
202006,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5072
200508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17186
201305,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,140519
201505,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7252
201312,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,55533
201708,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3941
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8523
201709,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7805
201603,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,113706
200711,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,44417
202012,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,51005
200902,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,71228
202103,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,396
200805,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,92451
201711,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,6720
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,3251
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,31254
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,298619
200908,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,24898
200801,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,16287
201709,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,17217
201611,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,6619
201112,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,5783
201012,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6008
201401,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,16885
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,27386
201604,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,2014
201908,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,157120
201909,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,8013
200611,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5977
201210,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25084
200706,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5897
200510,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1502
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,9081
200709,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18147
201809,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,23224
201212,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2336
200708,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5717
201504,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,4457
201802,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3393
202001,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,8256
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6631
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,399109
201501,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,60619
201902,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14687
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6462
201901,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6864
201110,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,4796
200701,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9254
201511,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5431
200809,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,15139
200907,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10688
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,303
201809,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,8325
201311,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,115533
200712,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,6753
201205,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21197
201803,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3508
201307,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,3046
200803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9720
201208,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13909
201808,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,11341
201903,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9132
201501,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5761
201901,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5765
200611,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,11014
201410,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,11598
200604,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8146
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12145
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,6635
201003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7321
201902,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,490
202002,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,5739
200910,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,6431
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,239
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7218
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,65810
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,11617
201012,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4191
201309,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,63532
201207,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7969
200802,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3533
201501,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4972
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9514
201608,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,6714
201409,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19152
201108,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6985
201702,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17236
201907,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,315
200609,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3761
201801,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,3450
201602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2692
201711,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,6012
200605,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1288
201901,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9887
200603,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11634
201707,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,201552
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,15519
200704,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4727
